item_id	bucket	item_kind	command	option	value	combination	repo_state	transport	platform	implementation_source	evidence_source	evidence_kind	source_detail	next_action	notes
matrix:9327b3db96873b2c	verified	exact_behavior_variant	diff-index	--diff-algorithm	histogram	-p HEAD	repeated anchor text changes	local	all	behavior matrix	git_diff_compat::diff_algorithm_flags_match_stock_git_for_supported_modes	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:2	safe to skip unless code or evidence changes	histogram diff-index patch output against HEAD matches stock Git
matrix:2b0cba82810225f7	verified	exact_behavior_variant	diff-index	-B	<empty>	-p HEAD	complete file rewrite	local	all	behavior matrix	git_diff_compat::diff_break_rewrites_matches_stock_git_for_complete_rewrites	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:3	safe to skip unless code or evidence changes	break-rewrites diff-index patch output against HEAD matches stock Git
matrix:944304916c78317b	verified	exact_behavior_variant	diff-index	-D	<empty>	-p HEAD	deleted tracked file	local	all	behavior matrix	git_diff_compat::diff_irreversible_delete_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:4	safe to skip unless code or evidence changes	irreversible-delete diff-index patch output against HEAD matches stock Git
matrix:b187fabd02f5d679	verified	exact_behavior_variant	diff-index	<tree-ish>	HEAD	read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:5	safe to skip unless code or evidence changes	default diff-index reports stat-dirty entries after read-tree like stock Git
matrix:dab94a73087ec716	verified	exact_behavior_variant	diff-index	--raw	<empty>	--no-abbrev HEAD read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:6	safe to skip unless code or evidence changes	full raw diff-index reports stat-dirty entries after read-tree like stock Git
matrix:0da2ff2a97868f5b	verified	exact_behavior_variant	diff-index	--name-only	<empty>	HEAD read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:7	safe to skip unless code or evidence changes	name-only diff-index reports stat-dirty entries after read-tree like stock Git
matrix:b2205e2052ade9a4	verified	exact_behavior_variant	diff-index	--patch-with-raw	<empty>	HEAD read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:8	safe to skip unless code or evidence changes	patch-with-raw diff-index reports stat-dirty entries after read-tree like stock Git
matrix:fefe91cb95b61587	verified	exact_behavior_variant	diff-index	-p	<empty>	HEAD read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:9	safe to skip unless code or evidence changes	patch diff-index reports stat-dirty entries after read-tree like stock Git
matrix:31f8c7ae5a6cee74	verified	exact_behavior_variant	diff-index	--stat	<empty>	HEAD read-tree before refresh	index rebuilt from HEAD without stat refresh	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:10	safe to skip unless code or evidence changes	stat diff-index reports stat-dirty entries after read-tree like stock Git
matrix:2f3fb1fdac915f0f	verified	exact_behavior_variant	diff-index	<tree-ish>	HEAD	after update-index refresh	index refreshed after read-tree	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:11	safe to skip unless code or evidence changes	default diff-index is clean after update-index refresh like stock Git
matrix:3f97fb860c6c3981	verified	exact_behavior_variant	diff-index	--raw	<empty>	--no-abbrev HEAD after update-index refresh	index refreshed after read-tree	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:12	safe to skip unless code or evidence changes	full raw diff-index is clean after update-index refresh like stock Git
matrix:6988a76b3ce8d70f	verified	exact_behavior_variant	diff-index	--name-only	<empty>	HEAD after update-index refresh	index refreshed after read-tree	local	all	behavior matrix	git_diff_compat::diff_plumbing_reports_read_tree_stat_dirty_entries_until_refresh_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:13	safe to skip unless code or evidence changes	name-only diff-index is clean after update-index refresh like stock Git
matrix:f5e938cfc72b6e80	verified	exact_behavior_variant	diff-index	<tree-ish>	HEAD	missing worktree tracked file	two-commit repo with tracked file removed from worktree	local	all	behavior matrix	git_diff_compat::diff_index_merge_option_treats_missing_worktree_files_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:14	safe to skip unless code or evidence changes	default diff-index reports a missing worktree file like stock Git
matrix:eb9b633e6b30432a	verified	exact_behavior_variant	diff-index	-m	<empty>	HEAD missing worktree tracked file	two-commit repo with tracked file removed from worktree	local	all	behavior matrix	git_diff_compat::diff_index_merge_option_treats_missing_worktree_files_like_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:15	safe to skip unless code or evidence changes	merge option treats missing worktree file like stock Git
matrix:d109924628b26e7d	verified	exact_behavior_variant	diff-index	--name-status	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:16	safe to skip unless code or evidence changes	name-status worktree diff-index output against HEAD matches stock Git
matrix:16f7b768da03b9df	verified	exact_behavior_variant	diff-index	-z	<empty>	--name-status HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:17	safe to skip unless code or evidence changes	NUL-delimited name-status worktree diff-index output matches stock Git
matrix:2c05c3483678acf6	verified	exact_behavior_variant	diff-index	-z	<empty>	--raw HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:18	safe to skip unless code or evidence changes	NUL-delimited raw worktree diff-index output matches stock Git
matrix:cc466bf65f15c191	verified	exact_behavior_variant	diff-index	--abbrev	4	--raw HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:19	safe to skip unless code or evidence changes	abbreviated raw worktree diff-index output matches stock Git
matrix:7aaea4fbe191d7b8	verified	exact_behavior_variant	diff-index	--no-patch	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:20	safe to skip unless code or evidence changes	no-patch worktree diff-index output matches stock Git
matrix:b93e97557bdd4102	verified	exact_behavior_variant	diff-index	-s	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:21	safe to skip unless code or evidence changes	short no-patch worktree diff-index output matches stock Git
matrix:14a8014cb9a9c727	verified	exact_behavior_variant	diff-index	--patch-with-stat	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:22	safe to skip unless code or evidence changes	patch-with-stat worktree diff-index output matches stock Git
matrix:5a7a713f959c042d	verified	exact_behavior_variant	diff-index	--full-index	<empty>	-p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:23	safe to skip unless code or evidence changes	full-index patch worktree diff-index output matches stock Git
matrix:cc227660d73674d5	verified	exact_behavior_variant	diff-index	--abbrev	4	-p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:24	safe to skip unless code or evidence changes	abbreviated patch worktree diff-index output matches stock Git
matrix:29d1c5ed5763310f	verified	exact_behavior_variant	diff-index	--src-prefix	old/	--dst-prefix=new/ -p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:25	safe to skip unless code or evidence changes	custom source prefix worktree diff-index patch output matches stock Git
matrix:0ef83b7b9de3639d	verified	exact_behavior_variant	diff-index	--dst-prefix	new/	--src-prefix=old/ -p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:26	safe to skip unless code or evidence changes	custom destination prefix worktree diff-index patch output matches stock Git
matrix:c697171b1047d934	verified	exact_behavior_variant	diff-index	-U	0	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:27	safe to skip unless code or evidence changes	short unified zero-context worktree diff-index output matches stock Git
matrix:cb7a0c3f99be6723	verified	exact_behavior_variant	diff-index	--unified	1	--inter-hunk-context=20 HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:28	safe to skip unless code or evidence changes	unified context worktree diff-index output matches stock Git
matrix:dd694a187dbd5e90	verified	exact_behavior_variant	diff-index	--inter-hunk-context	20	--unified=1 HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:29	safe to skip unless code or evidence changes	inter-hunk context worktree diff-index output matches stock Git
matrix:2f5464b29b423572	verified	exact_behavior_variant	diff-index	--output-indicator-new	>	-p custom indicators HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:30	safe to skip unless code or evidence changes	custom new-line indicator worktree diff-index patch output matches stock Git
matrix:4a412fcceb0eb76a	verified	exact_behavior_variant	diff-index	--output-indicator-old	<	-p custom indicators HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:31	safe to skip unless code or evidence changes	custom old-line indicator worktree diff-index patch output matches stock Git
matrix:85a9c959e37e7447	verified	exact_behavior_variant	diff-index	--output-indicator-context	=	-p custom indicators HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:32	safe to skip unless code or evidence changes	custom context-line indicator worktree diff-index patch output matches stock Git
matrix:6d1ab1b5238e1c5f	verified	exact_behavior_variant	diff-index	-u	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:33	safe to skip unless code or evidence changes	unified patch alias worktree diff-index output matches stock Git
matrix:a40d7dd1fba7f266	verified	exact_behavior_variant	diff-index	--exit-code	<empty>	HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:34	safe to skip unless code or evidence changes	exit-code worktree diff-index status matches stock Git
matrix:229d3bcad221f11f	verified	exact_behavior_variant	diff-index	--cached	<empty>	HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:35	safe to skip unless code or evidence changes	cached default diff-index output matches stock Git
matrix:3c0e75387d78e502	verified	exact_behavior_variant	diff-index	--cached	<empty>	--name-status HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:36	safe to skip unless code or evidence changes	cached name-status diff-index output matches stock Git
matrix:2074f328dd9719d5	verified	exact_behavior_variant	diff-index	-z	<empty>	--cached --name-status HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:37	safe to skip unless code or evidence changes	cached NUL-delimited name-status diff-index output matches stock Git
matrix:a083c14e65d2486f	verified	exact_behavior_variant	diff-index	-z	<empty>	--cached --numstat HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:38	safe to skip unless code or evidence changes	cached NUL-delimited numstat diff-index output matches stock Git
matrix:d098773aa4860e91	verified	exact_behavior_variant	diff-index	--cached	<empty>	--stat HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:39	safe to skip unless code or evidence changes	cached stat diff-index output matches stock Git
matrix:dea341467ae455d1	verified	exact_behavior_variant	diff-index	--cached	<empty>	--no-patch HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:40	safe to skip unless code or evidence changes	cached no-patch diff-index output matches stock Git
matrix:23cd591f5daf9318	verified	exact_behavior_variant	diff-index	--cached	<empty>	--patch-with-raw HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:41	safe to skip unless code or evidence changes	cached patch-with-raw diff-index output matches stock Git
matrix:789706cddab801b1	verified	exact_behavior_variant	diff-index	--cached	<empty>	--patch-with-stat HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:42	safe to skip unless code or evidence changes	cached patch-with-stat diff-index output matches stock Git
matrix:0adfd121b65b3b4a	verified	exact_behavior_variant	diff-index	--abbrev	4	--cached --raw HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:43	safe to skip unless code or evidence changes	cached abbreviated raw diff-index output matches stock Git
matrix:1c58495af500d42e	verified	exact_behavior_variant	diff-index	--cached	<empty>	--full-index -p HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:44	safe to skip unless code or evidence changes	cached full-index patch diff-index output matches stock Git
matrix:0d6ed587faeef107	verified	exact_behavior_variant	diff-index	--cached	<empty>	-p HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:45	safe to skip unless code or evidence changes	cached patch diff-index output matches stock Git
matrix:ec675373b5dee0f4	verified	exact_behavior_variant	diff-index	--cached	<empty>	--exit-code HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::plumbing_diff_commands_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:46	safe to skip unless code or evidence changes	cached exit-code diff-index status matches stock Git
matrix:97e1b4a3ae1d7f8c	verified	exact_behavior_variant	diff-index	-R	<empty>	--raw --no-abbrev HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::diff_reverse_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:47	safe to skip unless code or evidence changes	reverse raw worktree diff-index output matches stock Git
matrix:6484fceba1f75595	verified	exact_behavior_variant	diff-index	-R	<empty>	-p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::diff_reverse_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:48	safe to skip unless code or evidence changes	reverse patch worktree diff-index output matches stock Git
matrix:58836f247d3489c9	verified	exact_behavior_variant	diff-index	--cached	<empty>	-R --raw --no-abbrev HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::diff_reverse_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:49	safe to skip unless code or evidence changes	cached reverse raw diff-index output matches stock Git
matrix:8b73b7801c526b3f	verified	exact_behavior_variant	diff-index	--cached	<empty>	-R -p HEAD staged changes	staged tracked modification	local	all	behavior matrix	git_diff_compat::diff_reverse_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:50	safe to skip unless code or evidence changes	cached reverse patch diff-index output matches stock Git
matrix:6daa03650c1a900f	verified	exact_behavior_variant	diff-index	-S	needle	--name-only HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::diff_pickaxe_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:51	safe to skip unless code or evidence changes	pickaxe string worktree diff-index output matches stock Git
matrix:c4d80e71cbd04084	verified	exact_behavior_variant	diff-index	-O	order.txt	--name-only HEAD dirty worktree	modified tracked files plus order file	local	all	behavior matrix	git_diff_compat::diff_order_file_matches_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:52	safe to skip unless code or evidence changes	order-file worktree diff-index output matches stock Git
matrix:cd7d46bc4d2e978e	verified	exact_behavior_variant	diff-index	--rotate-to	b.txt	--name-only HEAD dirty worktree	modified tracked files	local	all	behavior matrix	git_diff_compat::diff_skip_and_rotate_match_stock_git_for_porcelain_and_plumbing	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:53	safe to skip unless code or evidence changes	rotate-to worktree diff-index output matches stock Git
matrix:2f5d8877df06130f	verified	exact_behavior_variant	diff-index	--relative	<empty>	--name-only HEAD from subdirectory	modified tracked file under subdirectory	local	all	behavior matrix	git_diff_compat::diff_relative_matches_stock_git_for_cached_formats	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:54	safe to skip unless code or evidence changes	subdirectory relative diff-index output matches stock Git
matrix:022af67578982945	verified	exact_behavior_variant	diff-index	--ignore-space-change	<empty>	-p HEAD dirty worktree	whitespace-only and text changes	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:55	safe to skip unless code or evidence changes	ignore-space-change worktree diff-index patch output matches stock Git
matrix:37253b304d58f8aa	verified	exact_behavior_variant	diff-index	-I	DEBUG	--numstat HEAD dirty worktree	changed line matching ignored regex	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:56	safe to skip unless code or evidence changes	ignore-matching-lines short form worktree diff-index numstat output matches stock Git
matrix:829d233a50a20670	verified	exact_behavior_variant	diff-index	-a	<empty>	-p HEAD dirty binary worktree	binary file with text diff requested	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:57	safe to skip unless code or evidence changes	text short form worktree diff-index patch output matches stock Git
matrix:534e7e89de3ad4f5	verified	exact_behavior_variant	diff-index	--no-color-moved	<empty>	-p HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:58	safe to skip unless code or evidence changes	no-color-moved worktree diff-index patch output matches stock Git
matrix:7f1cdfe1b7bde60b	verified	exact_behavior_variant	diff-index	--diff-filter	M	--name-status HEAD dirty worktree	modified tracked file	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:59	safe to skip unless code or evidence changes	diff-filter modified worktree diff-index output matches stock Git
matrix:6fcea4ec8aff67d7	verified	exact_behavior_variant	diff-index	--diff-filter	A	--name-status HEAD dirty worktree	no added worktree paths	local	all	behavior matrix	git_diff_compat::plumbing_diff_whitespace_and_text_options_match_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:60	safe to skip unless code or evidence changes	diff-filter added worktree diff-index empty output matches stock Git
matrix:515288a311680840	verified	exact_behavior_variant	diff-index	-M	<empty>	--cached --name-status HEAD staged rename	staged rename	local	all	behavior matrix	git_diff_compat::diff_find_renames_exact_matches_stock_git_for_cached_formats	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:61	safe to skip unless code or evidence changes	cached rename-detection diff-index output matches stock Git
matrix:59193963a35bd66c	verified	exact_behavior_variant	diff-index	--submodule	short	-p HEAD dirty submodule	gitlink worktree change	local	all	behavior matrix	git_diff_compat::diff_submodule_gitlink_patch_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:62	safe to skip unless code or evidence changes	short submodule worktree diff-index patch output matches stock Git
matrix:459f93e28f715148	verified	exact_behavior_variant	diff-index	--submodule	log	-p HEAD dirty submodule	gitlink worktree change	local	all	behavior matrix	git_diff_compat::diff_submodule_gitlink_patch_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:63	safe to skip unless code or evidence changes	log submodule worktree diff-index patch output matches stock Git
matrix:359099d6366487ba	verified	exact_behavior_variant	diff-index	--submodule	diff	-p HEAD dirty submodule	gitlink worktree change	local	all	behavior matrix	git_diff_compat::diff_submodule_gitlink_patch_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:64	safe to skip unless code or evidence changes	diff submodule worktree diff-index patch output matches stock Git
matrix:bf5ed4fb324a78aa	verified	exact_behavior_variant	diff-index	--ignore-submodules	<empty>	--name-status HEAD dirty submodule	gitlink worktree change	local	all	behavior matrix	git_diff_compat::diff_submodule_gitlink_patch_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:65	safe to skip unless code or evidence changes	default ignore-submodules worktree diff-index output matches stock Git
matrix:dd8a79ebf6230541	verified	exact_behavior_variant	diff-index	--ignore-submodules	dirty	--name-status HEAD dirty submodule	gitlink worktree change	local	all	behavior matrix	git_diff_compat::diff_submodule_gitlink_patch_matches_stock_git	stock_git_oracle_test	docs/cli/matrices/diff_index_v2_47.tsv:66	safe to skip unless code or evidence changes	ignore-submodules dirty worktree diff-index output matches stock Git
matrix:a29aa54bc5eaceb6	verified	exact_behavior_variant	diff-index	--anchored	common	-p HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_anchored	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:67	safe to skip unless code or evidence changes	anchored parser surface compares exit, stdout and stderr with stock Git
matrix:8437c406e33b7b2a	verified	exact_behavior_variant	diff-index	--binary	<empty>	-p HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_binary	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:68	safe to skip unless code or evidence changes	binary parser surface compares exit, stdout and stderr with stock Git
matrix:8d1bbe0c1702fe33	verified	exact_behavior_variant	diff-index	--break-rewrites	<empty>	-p HEAD rewritten tracked worktree	modified tracked worktree	local	all	behavior matrix	tools/git-diff-plumbing-schema-gap-probe.sh::diff_index_break_rewrites	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:69	safe to skip unless code or evidence changes	--break-rewrites preserves following HEAD treeish operand and small rewrite patch matches stdout/stderr/exit
matrix:3d369a29036a8e0f	verified	exact_behavior_variant	diff-index	--color	never	-p HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_color	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:70	safe to skip unless code or evidence changes	color parser surface compares exit, stdout and stderr with stock Git
matrix:eef9e2c466069da8	verified	exact_behavior_variant	diff-index	--compact-summary	<empty>	--stat HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_compact_summary	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:71	safe to skip unless code or evidence changes	compact-summary parser surface compares exit, stdout and stderr with stock Git
matrix:822b0d9affc2de08	verified	exact_behavior_variant	diff-index	--default-prefix	<empty>	-p HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_default_prefix	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:72	safe to skip unless code or evidence changes	default-prefix parser surface compares exit, stdout and stderr with stock Git
matrix:d1b9e8a2b7b131fc	verified	exact_behavior_variant	diff-index	--find-copies	50%	--name-status HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_find_copies_long	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:73	safe to skip unless code or evidence changes	find-copies long option with explicit threshold compares exit, stdout and stderr with stock Git
matrix:5a9c2acab4c99b8c	verified	exact_behavior_variant	diff-index	--find-copies-harder	<empty>	--name-status HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_find_copies_harder	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:74	safe to skip unless code or evidence changes	find-copies-harder parser surface compares exit, stdout and stderr with stock Git
matrix:e7619f3032e74b84	verified	exact_behavior_variant	diff-index	--find-renames	50%	--name-status HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_find_renames_long	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:75	safe to skip unless code or evidence changes	find-renames long option with explicit threshold compares exit, stdout and stderr with stock Git
matrix:7e20c3e049f5fac6	verified	exact_behavior_variant	diff-index	--histogram	<empty>	-p HEAD	modified tracked worktree	local	all	behavior matrix	tools/git-diff-index-schema-oracle-smoke.sh::diff_index_histogram	real_tool_trace	docs/cli/matrices/diff_index_v2_47.tsv:76	safe to skip unless code or evidence changes	histogram parser surface compares exit, stdout and stderr with stock Git
